ID_ISSUE;ID_USUARIO_COMENTARIO;DATA_REGISTRO
47258627;3755029;12/11/2014
47251488;1169286;30/10/2014
47251488;2294695;30/10/2014
47251488;2294695;30/10/2014
47251488;2294695;30/10/2014
47251488;2294695;30/10/2014
47251488;1169286;30/10/2014
47251488;1169286;30/10/2014
47251488;461084;07/11/2014
47251488;1169286;07/11/2014
47251488;15655;10/11/2014
47251488;61943;11/11/2014
47251488;15655;15/11/2014
47251488;15655;02/12/2014
47251488;15655;02/12/2014
47251488;15655;02/12/2014
47251488;437760;30/03/2015
47251488;15655;30/07/2015
47251488;1170379;16/09/2015
47251488;15655;16/09/2015
47251488;1170379;16/09/2015
47251488;15655;16/09/2015
47251488;15655;05/10/2015
47251488;2642545;25/01/2016
47251488;490562;25/01/2016
47251488;15655;25/01/2016
47251488;490562;25/01/2016
47251488;15655;25/01/2016
47251488;490562;25/01/2016
47251488;15655;25/01/2016
47251488;490562;26/01/2016
47251488;725652;25/02/2016
47251488;1400380;02/02/2017
47245343;1153097;01/12/2015
47217153;4871841;30/10/2014
47217153;1866161;30/10/2014
47217153;973550;10/11/2014
47206757;93018;03/11/2014
47206757;1045233;03/11/2014
47206757;1500684;05/11/2014
47206757;93018;05/11/2014
47206757;1045233;05/11/2014
47206757;2294695;05/11/2014
47206757;2294695;05/11/2014
47206757;1045233;05/11/2014
47206757;2294695;05/11/2014
47206757;628508;05/11/2014
47206757;2294695;05/11/2014
47206757;3695795;08/12/2014
47206757;1045233;08/12/2014
47205328;2294695;29/10/2014
47205328;105927;30/10/2014
47205328;973550;30/10/2014
47201808;1153097;30/10/2014
47201808;973550;15/11/2014
47196047;2294695;29/10/2014
47196047;6197215;29/10/2014
47196047;2294695;29/10/2014
47196047;9452344;29/10/2014
47191162;973550;29/10/2014
47188390;4871841;29/10/2014
47188390;4251807;29/10/2014
47188390;2294695;29/10/2014
47174103;8604205;10/11/2014
47174103;973550;11/11/2014
47174103;8604205;11/11/2014
47174103;973550;15/11/2014
47174103;973550;15/11/2014
47174103;8604205;16/11/2014
47174103;5384588;21/11/2014
47165712;1153097;29/10/2014
47165712;82556;30/10/2014
47165712;195218;30/10/2014
47165712;142800;03/11/2014
47165712;82556;04/11/2014
47165712;8604205;04/11/2014
47165712;82556;04/11/2014
47165712;82556;04/11/2014
47165712;1153097;04/11/2014
47165712;45500478;13/12/2018
47165712;82556;13/12/2018
47165712;172518;27/06/2019
47160325;391394;29/10/2014
47160325;391394;29/10/2014
47160325;2294695;29/10/2014
47160325;2294695;29/10/2014
47160325;2294695;29/10/2014
47160325;391394;29/10/2014
47160325;2294695;29/10/2014
47160325;2294695;07/11/2014
47160325;216296;07/11/2014
47160325;2294695;07/11/2014
47156586;2294695;29/10/2014
47156586;2286589;29/01/2016
47156586;15655;29/01/2016
47151107;4871841;29/10/2014
47151107;6814959;29/10/2014
47151107;2294695;29/10/2014
47151107;6814959;29/10/2014
47151107;2294695;29/10/2014
47140303;4871841;29/10/2014
47140303;8604205;29/10/2014
47140303;1153097;29/10/2014
47137078;391394;29/10/2014
47137078;2294695;29/10/2014
47137078;2294695;29/10/2014
47137078;391394;29/10/2014
47137078;2294695;29/10/2014
47137078;391394;29/10/2014
47137078;15655;06/11/2014
47137078;216296;07/11/2014
47129289;973550;30/10/2014
47129289;3600576;31/10/2014
47129289;973550;31/10/2014
47129289;3600576;31/10/2014
47129289;973550;31/10/2014
47129289;973550;11/11/2014
47123904;8604205;29/10/2014
47123904;8245171;29/10/2014
47123904;8604205;29/10/2014
47123904;8604205;29/10/2014
47123904;1153097;29/10/2014
47123904;8604205;29/10/2014
47123904;1153097;29/10/2014
47123904;8604205;31/10/2014
47123904;1153097;31/10/2014
47119085;4871841;29/10/2014
47119085;4251807;29/10/2014
47119085;2294695;29/10/2014
47119085;4251807;29/10/2014
47119085;2294695;29/10/2014
47084441;4871841;28/10/2014
47084441;1153097;29/10/2014
47084441;8604205;29/10/2014
47084441;973550;10/11/2014
47068376;463703;28/10/2014
47068376;2294695;28/10/2014
47068376;2294695;28/10/2014
47068376;463703;28/10/2014
47068376;2294695;28/10/2014
47068376;463703;28/10/2014
47068376;2294695;28/10/2014
47068376;463703;28/10/2014
47053693;4871841;28/10/2014
47053693;5324572;28/10/2014
47040940;4871841;28/10/2014
47040940;6277787;28/10/2014
47040940;1153097;28/10/2014
47040940;2294695;28/10/2014
47040940;6277787;29/10/2014
47040940;6277787;29/10/2014
47040940;2294695;29/10/2014
47040940;6277787;29/10/2014
47032381;973550;29/10/2014
47032381;2294695;29/10/2014
47032381;880132;29/10/2014
47032381;391394;28/01/2015
47014851;474988;28/10/2014
47014851;9431289;28/10/2014
47014473;762400;28/10/2014
47014473;4871841;28/10/2014
47014473;1764161;30/10/2014
47014473;762400;30/10/2014
47014473;1764161;30/10/2014
47014473;463703;11/11/2014
47014473;973550;29/01/2015
47014473;973550;29/01/2015
47014473;762400;29/01/2015
47014473;973550;21/02/2015
47014473;7548348;18/11/2015
47014473;274533;18/11/2015
47005949;8604205;10/11/2014
47005949;973550;10/11/2014
47004957;973550;30/10/2014
47004957;973550;30/10/2014
47002580;1864372;29/10/2014
47002580;1864372;29/10/2014
47002580;1153097;29/10/2014
47002580;8604205;30/10/2014
47002580;1864372;30/10/2014
47002580;1153097;30/10/2014
47002580;8604205;30/10/2014
47002580;1153097;31/10/2014
47002580;1153097;31/10/2014
47002580;8604205;01/11/2014
47002580;1153097;02/11/2014
47000755;1148376;28/10/2014
47000755;1148376;28/10/2014
47000755;1298854;28/10/2014
47000755;1648712;28/10/2014
47000755;973550;29/10/2014
47000755;1298854;30/10/2014
47000755;2294695;30/10/2014
47000755;973550;30/10/2014
47000755;973550;30/10/2014
47000755;2294695;30/10/2014
47000755;1298854;31/10/2014
47000755;1791252;04/02/2015
47000755;3179320;10/03/2015
47000755;905156;15/03/2015
47000755;353846;22/09/2015
47000755;12705362;17/12/2015
47000755;5192788;16/03/2016
47000755;8604205;19/03/2016
47000755;5192788;22/03/2016
47000755;1153097;21/04/2017
46972714;1450137;27/10/2014
46971685;1153097;28/10/2014
46971685;5387584;28/10/2014
46971685;1153097;28/10/2014
46971685;5387584;28/10/2014
46971685;1153097;19/09/2015
46965986;2294695;27/10/2014
46965986;463703;27/10/2014
46965986;1277268;27/10/2014
46965711;463703;27/10/2014
46965711;6638416;27/10/2014
46942175;2294695;27/10/2014
46942175;6277787;27/10/2014
46942175;2294695;27/10/2014
46942175;6277787;27/10/2014
46942175;6277787;28/10/2014
46918992;2294695;27/10/2014
46918992;1169286;27/10/2014
46918992;2294695;27/10/2014
46918992;1169286;27/10/2014
46918992;2294695;27/10/2014
46908180;2294695;27/10/2014
46900075;4871841;27/10/2014
46900075;2294695;27/10/2014
46900075;4374178;27/10/2014
46900075;2294695;27/10/2014
46900075;4374178;27/10/2014
46896352;5492820;27/10/2014
46896352;391394;27/10/2014
46896352;973550;27/10/2014
46896352;8604205;27/10/2014
46896352;5492820;28/10/2014
46896352;2294695;28/10/2014
46896352;5492820;28/10/2014
46896352;8604205;28/10/2014
46896352;5492820;28/10/2014
46896352;5492820;29/10/2014
46896352;5492820;30/10/2014
46896352;216296;11/11/2014
46896352;5492820;11/11/2014
46844678;8604205;26/10/2014
46844678;551022;26/10/2014
46844678;8604205;26/10/2014
46844678;463703;27/10/2014
46841914;973550;11/11/2014
46841914;3755029;14/11/2014
46841914;1034878;14/11/2014
46841914;1153097;25/11/2014
46841914;2766443;08/12/2014
46841914;589286;11/12/2014
46841914;15655;15/06/2015
46841914;589286;15/06/2015
46841914;3755029;27/10/2017
46839579;474988;27/10/2014
46839579;2638948;27/10/2014
46839579;474988;27/10/2014
46839579;2638948;27/10/2014
46839579;2294695;27/10/2014
46839579;474988;27/10/2014
46839579;2638948;27/10/2014
46825197;8604205;26/10/2014
46825197;474988;27/10/2014
46814359;2294695;25/10/2014
46814359;588473;26/10/2014
46814359;2294695;26/10/2014
46814359;588473;26/10/2014
46814359;2294695;26/10/2014
46814359;588473;26/10/2014
46814359;588473;26/10/2014
46814359;2294695;27/10/2014
46814359;588473;27/10/2014
46814359;216296;31/10/2014
46814359;588473;31/10/2014
46814359;2294695;31/10/2014
46814073;4871841;25/10/2014
46814073;8604205;25/10/2014
46814073;388046;25/10/2014
46814073;8604205;25/10/2014
46814073;1153097;31/10/2014
46810520;391394;25/10/2014
46807969;5693176;25/10/2014
46807969;6654388;25/10/2014
46807969;2294695;25/10/2014
46807969;6654388;25/10/2014
46807969;2294695;25/10/2014
46807969;6654388;25/10/2014
46807969;2294695;25/10/2014
46807969;6654388;25/10/2014
46807969;8980625;07/11/2014
46807969;2294695;07/11/2014
46807069;474988;27/10/2014
46807069;1840284;27/10/2014
46807069;8604205;11/11/2014
46807069;1153097;18/03/2015
46807069;8604205;20/03/2015
46807069;15655;13/09/2015
46807069;1153097;14/02/2017
46798612;216296;25/10/2014
46798612;474988;27/10/2014
46794883;973550;30/10/2014
46794883;3127972;30/10/2014
46782356;973550;25/10/2014
46782356;1710978;25/10/2014
46782356;973550;25/10/2014
46782356;1710978;25/10/2014
46782356;8604205;01/06/2016
46772536;463703;27/10/2014
46772536;463703;28/10/2014
46763883;1398168;25/10/2014
46763883;463703;11/11/2014
46761572;1153097;24/10/2014
46761572;910753;24/10/2014
46761572;8604205;24/10/2014
46761572;910753;24/10/2014
46761572;10137;20/12/2017
46761572;1153097;21/12/2017
46761212;2294695;24/10/2014
46761212;656630;03/11/2014
46761212;15655;07/09/2015
46754892;2294695;24/10/2014
46754892;1857240;24/10/2014
46745645;1153097;23/01/2016
46744956;4871841;24/10/2014
46744956;15655;25/10/2014
46739009;4871841;24/10/2014
46739009;2294695;24/10/2014
46739009;2294695;24/10/2014
46734682;1153097;24/10/2014
46734682;1500684;24/10/2014
46734682;8604205;24/10/2014
46734682;2294695;24/10/2014
46734682;1153097;24/10/2014
46734682;8604205;24/10/2014
46734682;1153097;24/10/2014
46734682;1500684;24/10/2014
46734682;16094;01/04/2015
46734682;30793;05/05/2015
46734682;996623;29/10/2015
46734682;8604205;29/10/2015
46734682;996623;29/10/2015
46734682;8604205;29/10/2015
46734682;996623;29/10/2015
46734682;1153097;29/10/2015
46734682;15655;29/10/2015
46715059;8604205;24/10/2014
46715059;1153097;24/10/2014
46715059;220543;27/10/2014
46713752;2294695;24/10/2014
46713752;89246;24/10/2014
46713752;89246;25/10/2014
46713752;463703;29/10/2014
46713752;463703;29/10/2014
46713752;89246;29/10/2014
46713752;5384588;28/11/2014
46713752;89246;28/11/2014
46713752;8604205;28/11/2014
46713752;628508;28/11/2014
46713752;89246;28/11/2014
46713752;5384588;11/12/2014
46713752;89246;26/01/2015
46713752;89246;01/02/2015
46713752;391394;16/02/2015
46713752;89246;17/02/2015
46701376;2294695;24/10/2014
46701376;2294695;24/10/2014
46701376;1147078;28/10/2014
46701376;2294695;30/10/2014
46693633;2294695;24/10/2014
46693633;2294695;24/10/2014
46692752;8604205;24/10/2014
46692752;2294695;24/10/2014
46692752;2294695;24/10/2014
46692752;6698344;24/10/2014
46691979;1153097;24/10/2014
46678853;2294695;23/10/2014
46678853;2294695;23/10/2014
46678853;1991526;23/10/2014
46678853;971735;24/10/2014
46678853;89246;24/10/2014
46678853;1991526;24/10/2014
46678853;1153097;24/10/2014
46678853;1153097;24/10/2014
46675481;2294695;23/10/2014
46675481;2294695;23/10/2014
46675481;883126;23/10/2014
46675481;2294695;24/10/2014
46675481;2294695;24/10/2014
46673594;2294695;23/10/2014
46673594;8604205;23/10/2014
46673594;2294695;23/10/2014
46673594;8604205;23/10/2014
46673594;2294695;24/10/2014
46673594;2294695;24/10/2014
46673418;1153097;24/10/2014
46670540;4871841;23/10/2014
46670540;61326;23/10/2014
46670540;8604205;23/10/2014
46670540;61326;24/10/2014
46655579;4871841;23/10/2014
46655579;85661;23/10/2014
46655579;85661;23/10/2014
46655579;2294695;23/10/2014
46655579;2294695;23/10/2014
46655579;2294695;23/10/2014
46655579;89246;23/10/2014
46655579;85661;23/10/2014
46655579;2294695;23/10/2014
46655579;85661;23/10/2014
46655579;2294695;23/10/2014
46655579;85661;23/10/2014
46655579;85661;24/10/2014
46655579;1880196;18/07/2015
46653251;1153097;23/10/2014
46653251;1153097;28/10/2014
46642179;1153097;23/09/2015
46640672;1153097;23/10/2014
46611198;8604205;23/10/2014
46611198;1694716;23/10/2014
46609208;8604205;23/10/2014
46609208;1153097;23/10/2014
46609208;2294695;23/10/2014
46609208;8604205;23/10/2014
46609208;2294695;23/10/2014
46609208;8604205;23/10/2014
46609208;2294695;24/10/2014
46609208;1153097;24/10/2014
46609208;8604205;25/10/2014
46609208;8604205;25/10/2014
46609208;1840284;27/10/2014
46609208;2294695;27/10/2014
46609208;2294695;27/10/2014
46609208;8604205;10/11/2014
46609208;2294695;10/11/2014
46609208;8604205;11/11/2014
46609208;15655;12/11/2014
46609208;8604205;18/11/2014
46609208;2294695;18/11/2014
46609208;15655;18/11/2014
46609208;2294695;18/11/2014
46609208;8604205;18/11/2014
46609208;8604205;18/11/2014
46609208;2294695;18/11/2014
46609208;5384588;21/11/2014
46609208;8604205;21/11/2014
46609208;5384588;21/11/2014
46609208;8604205;21/11/2014
46609208;8604205;24/11/2014
46609208;2294695;02/12/2014
46609208;15655;02/12/2014
46609208;2294695;02/12/2014
46609208;2294695;02/12/2014
46609208;8604205;02/12/2014
46592599;1153097;23/10/2014
46576314;2294695;23/10/2014
46576314;1088987;23/10/2014
46576314;2294695;23/10/2014
46576314;1088987;23/10/2014
46573666;973550;08/11/2014
46573666;474988;22/11/2014
46555134;2294695;22/10/2014
46554216;2294695;22/10/2014
46552822;4871841;22/10/2014
46552822;6698344;22/10/2014
46552822;2294695;23/10/2014
46552822;2294695;23/10/2014
46552111;2294695;22/10/2014
46552111;3144254;23/10/2014
46552111;2294695;23/10/2014
46552111;3144254;23/10/2014
46552111;3144254;26/10/2014
46552111;1690659;03/06/2015
46552111;136476;16/09/2015
46540895;4871841;22/10/2014
46540895;2294695;22/10/2014
46530448;9343019;22/10/2014
46530448;9340860;26/10/2014
46530448;4518767;17/11/2014
46530448;9343019;25/11/2014
46530448;1486567;16/04/2015
46530448;1380687;05/10/2015
46530448;6458759;06/10/2015
46530448;5997147;07/10/2015
46530448;9610263;07/10/2015
46530448;6403875;12/10/2015
46530448;11665803;25/02/2016
46530448;8235814;20/04/2016
46530448;1727880;25/05/2016
46530448;1153097;25/05/2016
46530448;8604205;01/06/2016
46529686;2294695;22/10/2014
46529686;2294695;24/10/2014
46529686;2294695;24/10/2014
46529686;2673705;25/10/2014
46529686;2673705;25/10/2014
46529686;1153097;30/10/2014
46529686;2294695;30/10/2014
46529686;2294695;03/12/2014
46529686;2294695;03/12/2014
46526390;2294695;22/10/2014
46526390;4965081;22/10/2014
46526390;2294695;22/10/2014
46526390;4965081;22/10/2014
46526390;2294695;22/10/2014
46526390;2294695;22/10/2014
46526390;4965081;22/10/2014
46512413;1764161;21/11/2014
46512413;5384588;21/11/2014
46512413;2294695;21/11/2014
46512413;5384588;26/11/2014
46512413;1764161;05/12/2014
46512413;15655;07/09/2015
46512413;15655;07/09/2015
46510226;1153097;22/10/2014
46510226;6875375;22/10/2014
46510226;3835504;19/03/2015
46500443;1153097;22/10/2014
46500443;8604205;23/11/2014
46500443;973550;23/11/2014
46500443;8604205;23/11/2014
46500443;973550;23/11/2014
46500443;8604205;23/11/2014
46500443;973550;23/11/2014
46499237;2294695;22/10/2014
46499237;2294695;22/10/2014
46499237;2294695;22/10/2014
46480565;2084197;11/05/2016
46480565;238259;14/09/2016
46480565;1190812;22/12/2016
46480565;4470539;16/02/2017
46480565;11147172;23/03/2017
46480565;12136796;28/03/2018
46480565;15655;04/04/2018
46472169;2294695;22/10/2014
46466962;4871841;22/10/2014
46466962;2761999;22/10/2014
46461111;973550;30/10/2014
46461111;973550;29/11/2014
46448991;15655;23/10/2014
46448991;111710;25/10/2014
46431007;1153097;23/10/2014
46427174;1153097;21/10/2014
46413454;1153097;21/10/2014
46413454;102;21/10/2014
46413454;102;22/10/2014
46413454;1153097;22/10/2014
46413454;102;22/10/2014
46413454;102;22/10/2014
46413454;102;22/10/2014
46409514;1148376;21/10/2014
46409514;2294695;21/10/2014
46409514;1148376;21/10/2014
46409514;1153097;06/06/2016
46403607;2294695;21/10/2014
46403607;1991526;21/10/2014
46403607;1991526;21/10/2014
46403607;1991526;23/10/2014
46403607;2294695;23/10/2014
46403607;2294695;23/10/2014
46403607;1991526;24/10/2014
46403607;2294695;01/11/2014
46403607;2294695;01/11/2014
46403607;2294695;01/11/2014
46403607;2294695;01/11/2014
46402291;4871841;21/10/2014
46402291;2294695;21/10/2014
46402291;15655;07/09/2015
46402291;15655;16/05/2018
46401393;4871841;21/10/2014
46401393;2294695;22/10/2014
46401393;2294695;22/10/2014
46401393;4339035;23/10/2014
46401393;2294695;23/10/2014
46401393;4339035;25/10/2014
46401393;973550;23/11/2014
46401393;1764161;25/11/2014
46401393;973550;25/11/2014
46401393;2294695;03/12/2014
46401393;1764161;04/12/2014
46401393;2294695;04/12/2014
46401393;1764161;04/12/2014
46401393;4339035;16/01/2015
46400308;4871841;21/10/2014
46400308;2294695;22/10/2014
46399708;4871841;21/10/2014
46399708;1917343;23/10/2014
46399708;2294695;03/12/2014
46399708;5384588;09/12/2014
46399708;5384588;09/12/2014
46399708;1917343;09/12/2014
46397902;4871841;21/10/2014
46397902;2294695;22/10/2014
46397902;2673705;22/10/2014
46397902;2294695;22/10/2014
46397902;2294695;22/10/2014
46397902;463703;29/10/2014
46397902;2294695;29/10/2014
46397902;2294695;29/10/2014
46397902;463703;29/10/2014
46397902;463703;29/10/2014
46397902;2673705;29/10/2014
46393097;4871841;21/10/2014
46393097;8604205;21/10/2014
46393097;3728897;21/10/2014
46393097;3728897;21/10/2014
46393097;2294695;22/10/2014
46393097;3728897;22/10/2014
46393097;2294695;22/10/2014
46393097;2294695;22/10/2014
46393097;3728897;22/10/2014
46393097;2294695;22/10/2014
46393097;3728897;23/10/2014
46393097;2294695;23/10/2014
46393097;2294695;23/10/2014
46393097;2294695;23/10/2014
46393097;2294695;23/10/2014
46393097;2294695;23/10/2014
46393097;3728897;23/10/2014
46393097;8604205;24/10/2014
46393097;2294695;24/10/2014
46393097;2294695;24/10/2014
46391680;4871841;21/10/2014
46391680;15655;11/11/2014
46391680;730511;12/11/2014
46391680;15655;07/09/2015
46391680;15655;07/09/2015
46390732;4871841;21/10/2014
46390732;8604205;21/10/2014
46390732;1331190;21/10/2014
46390732;15655;23/10/2014
46390732;15655;23/10/2014
46390732;2294695;23/10/2014
46390732;4871841;23/10/2014
46390732;8604205;23/10/2014
46390732;15655;12/01/2015
46389617;108273;21/10/2014
46389617;1331190;21/10/2014
46389617;15655;23/10/2014
46385430;4871841;21/10/2014
46385430;2294695;22/10/2014
46385430;973550;28/11/2014
46385430;265378;28/11/2014
46385430;5384588;28/11/2014
46385430;973550;28/11/2014
46385430;265378;28/11/2014
46385430;265378;02/12/2014
46385430;265378;02/12/2014
46385430;391394;02/12/2014
46385430;2294695;02/12/2014
46385430;2294695;02/12/2014
46385430;265378;02/12/2014
46385430;2294695;02/12/2014
46384952;4871841;21/10/2014
46384952;866808;21/10/2014
46384952;2294695;22/10/2014
46384952;2294695;23/10/2014
46384952;866808;24/10/2014
46384952;2294695;24/10/2014
46383780;93018;07/01/2015
46383780;815961;08/01/2015
46383780;93018;11/02/2015
46380588;463703;21/10/2014
46380588;1331190;21/10/2014
46380524;830336;21/10/2014
46380524;1153097;22/10/2014
46380524;830336;22/10/2014
46380524;1153097;28/05/2018
46380016;15655;23/10/2014
46380016;15655;23/10/2014
46379663;469908;21/10/2014
46379663;2294695;22/10/2014
46379663;469908;22/10/2014
46376201;73450;29/10/2014
46376201;10137;29/10/2014
46376201;9627093;22/11/2014
46376201;3520040;27/11/2014
46376201;6578515;02/12/2014
46376201;2938621;02/12/2014
46376201;73450;02/12/2014
46376201;8604205;02/12/2014
46376201;6578515;02/12/2014
46376201;1153097;02/12/2014
46376201;1153097;02/12/2014
46376201;6578515;02/12/2014
46376201;1153097;02/12/2014
46376201;1728096;06/12/2014
46376201;2938621;06/12/2014
46376201;6578515;10/12/2014
46376201;3520040;10/12/2014
46376201;3520040;12/12/2014
46376201;15655;14/12/2014
46376201;15655;14/12/2014
46376201;15655;14/12/2014
46376201;1153097;15/12/2014
46376201;15655;15/12/2014
46376201;2394159;16/12/2014
46376201;15655;17/12/2014
46376201;6578515;17/12/2014
46376201;1439721;29/12/2014
46376201;15655;04/01/2015
46375916;1991526;21/10/2014
46375916;4871841;21/10/2014
46375916;46647;21/10/2014
46372655;47968;21/10/2014
46372655;1331190;21/10/2014
46372655;2294695;22/10/2014
46372655;1153097;23/02/2015
46368388;4871841;21/10/2014
46368388;1329716;21/10/2014
46368388;1331190;21/10/2014
46368388;1329716;21/10/2014
46359260;1331190;21/10/2014
46359260;2294695;21/10/2014
46359260;89246;22/10/2014
46349388;2294695;21/10/2014
46347306;588473;21/10/2014
46347306;2294695;21/10/2014
46347306;2294695;21/10/2014
46347306;588473;21/10/2014
46347306;2294695;21/10/2014
46347306;588473;21/10/2014
46347306;2294695;21/10/2014
46347306;588473;21/10/2014
46347306;588473;21/10/2014
46347306;2294695;21/10/2014
46347306;588473;21/10/2014
46347306;2294695;22/10/2014
46347306;588473;22/10/2014
46347306;588473;22/10/2014
46347306;2294695;22/10/2014
46347306;2294695;22/10/2014
46347306;588473;22/10/2014
46347306;2294695;22/10/2014
46347306;2294695;22/10/2014
46347306;2294695;22/10/2014
46347306;588473;22/10/2014
46347306;588473;23/10/2014
46347306;588473;23/10/2014
46347306;2294695;23/10/2014
46347306;2294695;23/10/2014
46347306;588473;23/10/2014
46347306;588473;23/10/2014
46347306;2294695;23/10/2014
46347306;2294695;23/10/2014
46347306;588473;23/10/2014
46347306;2294695;23/10/2014
46339027;1331190;21/10/2014
46339027;866808;21/10/2014
46339027;1153097;21/10/2014
46339027;973550;21/10/2014
46339027;1331190;21/10/2014
46339027;866808;21/10/2014
46339027;866808;21/10/2014
46339027;168137;10/11/2014
46332111;2294695;20/10/2014
46332111;2294695;20/10/2014
46332111;1764161;20/10/2014
46332111;1764161;20/10/2014
46332111;2294695;20/10/2014
46332111;1764161;20/10/2014
46332111;2294695;20/10/2014
46332111;2294695;20/10/2014
46332111;2294695;24/10/2014
46332111;15655;25/10/2014
46332111;2294695;25/10/2014
46332111;1764161;25/10/2014
46316669;391394;20/10/2014
46315759;2294695;20/10/2014
46315759;628508;20/10/2014
46315759;2294695;20/10/2014
46305758;8604205;20/10/2014
46305758;1331190;21/10/2014
46305758;152227;21/10/2014
46304049;4871841;20/10/2014
46302127;973550;20/10/2014
46302127;152227;20/10/2014
46302127;973550;20/10/2014
46302127;2294695;20/10/2014
46301337;1500684;28/04/2015
46301337;1153097;28/04/2015
46301337;15655;13/09/2015
46299805;5248918;21/10/2014
46299805;2916671;21/10/2014
46299805;1703387;12/06/2016
46292030;7458434;20/10/2014
46292030;8604205;20/10/2014
46292030;7458434;20/10/2014
46292030;7458434;21/10/2014
46292030;13480;26/10/2014
46291821;2294695;20/10/2014
46291821;2294695;20/10/2014
46291821;89246;20/10/2014
46291821;2294695;20/10/2014
46291821;2294695;20/10/2014
46291821;15655;20/10/2014
46291821;2294695;20/10/2014
46291821;15655;20/10/2014
46291821;15655;20/10/2014
46291821;15655;20/10/2014
46291821;2294695;20/10/2014
46291821;15655;20/10/2014
46291821;15655;20/10/2014
46291821;2294695;20/10/2014
46291821;15655;20/10/2014
46291821;2294695;20/10/2014
46291821;2294695;20/10/2014
46291821;2294695;20/10/2014
46291821;2294695;30/10/2014
46291821;2081709;07/11/2014
46291821;2294695;07/11/2014
46291821;2294695;01/12/2014
46285600;1153097;20/10/2014
46285600;1153097;20/10/2014
46285600;1253973;20/10/2014
46285600;1153097;20/10/2014
46285600;1253973;21/10/2014
46285600;1253973;21/10/2014
46285600;1153097;21/10/2014
46285600;1253973;21/10/2014
46271379;1153097;20/10/2014
46271379;3253615;20/10/2014
46271379;1153097;20/10/2014
46271379;3253615;20/10/2014
46271379;1153097;21/10/2014
46271379;8604205;21/10/2014
46262496;4871841;20/10/2014
46256151;15655;20/10/2014
46256151;800583;20/10/2014
46256151;1153097;20/10/2014
46256151;800583;20/10/2014
46256151;800583;20/10/2014
46256151;15655;20/10/2014
46256151;800583;20/10/2014
46256151;1153097;20/10/2014
46256151;8604205;20/10/2014
46256151;800583;20/10/2014
46256151;15655;20/10/2014
46256151;15655;20/10/2014
46256151;800583;20/10/2014
46256151;15655;20/10/2014
46256151;2294695;20/10/2014
46256151;2294695;20/10/2014
46256151;800583;20/10/2014
46256151;2294695;20/10/2014
46256151;800583;21/10/2014
46256151;2294695;21/10/2014
46256151;959336;18/11/2014
46256151;800583;18/11/2014
46256151;1841541;19/12/2014
46256151;2294695;19/12/2014
46256151;1841541;19/12/2014
46256151;15655;20/12/2014
46256151;8491540;18/10/2015
46256151;10137;06/02/2016
46256151;27206573;25/08/2017
46256151;12758399;14/09/2017
46256151;37142787;05/04/2018
46252295;3946059;20/10/2014
46252295;10137;29/10/2014
46252295;2394159;16/12/2014
46249568;4871841;20/10/2014
46249568;15655;20/10/2014
46249568;15655;20/10/2014
46249568;7210568;22/10/2014
46249503;15655;20/10/2014
46249503;15655;20/10/2014
46249503;1265995;20/10/2014
46249503;1265995;20/10/2014
46249503;15655;20/10/2014
46249503;1658949;20/10/2014
46249503;1703387;20/03/2015
46249503;15655;20/03/2015
46249503;1658949;20/03/2015
46249503;15655;20/03/2015
46249503;1658949;09/04/2015
46249503;15655;12/04/2015
46247609;4871841;20/10/2014
46237607;15655;20/10/2014
46237607;38629;20/10/2014
46237607;132584;12/12/2014
46237607;2294695;12/12/2014
46237607;132584;12/12/2014
46237607;132584;12/12/2014
46234054;15655;20/10/2014
46234054;15655;20/10/2014
46234054;926754;23/10/2014
46234054;973550;08/11/2014
46234054;973550;10/11/2014
46234054;10154253;02/02/2015
46224576;15655;20/10/2014
46222661;4871841;20/10/2014
46221533;1764161;19/10/2014
46221533;2294695;22/10/2014
46221533;1764161;22/10/2014
46221533;1153097;14/02/2017
46220388;2294695;19/10/2014
46211537;15655;19/10/2014
46211537;690815;07/11/2014
46211537;15655;20/11/2014
46211537;1153097;20/11/2014
46211537;5384588;20/11/2014
46211537;15655;23/11/2014
46200959;2294695;19/10/2014
46191233;15655;19/10/2014
46191233;588473;19/10/2014
46187133;1764161;18/10/2014
46187133;2294695;05/11/2014
46187133;1764161;06/11/2014
46187133;15655;06/11/2014
46187133;973550;07/11/2014
46187133;973550;08/11/2014
46187133;1764161;08/11/2014
46187133;973550;09/11/2014
46187133;1764161;09/11/2014
46187133;973550;09/11/2014
46187133;973550;10/11/2014
46187133;1764161;14/11/2014
46187133;15655;14/11/2014
46175555;2294695;18/10/2014
46175555;2294695;18/10/2014
46175555;2294695;18/10/2014
46175555;1764161;18/10/2014
46175555;8604205;19/10/2014
46175555;588473;19/10/2014
46173290;628508;18/10/2014
46173290;3468107;18/10/2014
46172569;973550;18/10/2014
46172569;3253615;18/10/2014
46172569;2294695;18/10/2014
46172569;3253615;18/10/2014
46172569;3253615;20/10/2014
46169097;1153097;18/10/2014
46169097;1240215;31/10/2014
46169097;1153097;14/10/2016
46159644;4871841;18/10/2014
46159644;2294695;18/10/2014
46159644;2294695;18/10/2014
46159644;112913;18/10/2014
46158857;4871841;18/10/2014
46158857;7511692;18/10/2014
46136093;4871841;17/10/2014
46136093;2294695;18/10/2014
46136093;2294695;18/10/2014
46136093;15655;18/10/2014
46136093;15655;19/10/2014
46136093;4128920;19/10/2014
46124451;3112833;06/02/2016
