ID_ISSUE;ID_USUARIO_COMENTARIO;DATA_REGISTRO
156190142;1153097;23/05/2016
156189667;1153097;23/05/2016
156189667;1153097;23/05/2016
156189667;12198372;24/05/2016
156176995;391394;23/05/2016
156108314;1153097;21/05/2016
156108314;19505807;24/05/2016
156092498;8604205;21/05/2016
156092498;1153097;21/05/2016
156092498;15655;21/05/2016
156037617;13870520;20/05/2016
156037617;8604205;21/05/2016
156037617;13870520;21/05/2016
156037617;8604205;24/05/2016
156037617;8604205;24/05/2016
156037617;13870520;24/05/2016
156037617;8604205;25/05/2016
156037617;13870520;25/05/2016
155972400;8604205;20/05/2016
155972400;4113649;21/05/2016
155972400;4113649;24/05/2016
155972400;8604205;24/05/2016
155972400;12198372;01/06/2016
155938651;14139375;20/05/2016
155938651;1153097;20/05/2016
155938651;14139375;20/05/2016
155897531;8604205;20/05/2016
155897531;4113649;20/05/2016
155897531;8604205;21/05/2016
155821965;11703798;21/05/2016
155821965;1153097;22/05/2016
155782941;1153097;19/05/2016
155782941;1609408;19/05/2016
155781179;5384588;19/05/2016
155781179;5384588;19/05/2016
155781179;3113308;19/05/2016
155781179;1153097;19/05/2016
155781179;8604205;19/05/2016
155781179;3113308;19/05/2016
155776995;8604205;19/05/2016
155733482;1153097;19/05/2016
155733482;8604205;19/05/2016
155733482;1153097;19/05/2016
155733482;4095791;19/05/2016
155733482;4095791;19/05/2016
155733482;8604205;19/05/2016
155733482;4095791;22/05/2016
155733482;4095791;23/05/2016
155733482;1153097;23/05/2016
155612222;5384588;18/05/2016
155612222;5384588;18/05/2016
155612222;18580052;18/05/2016
155612222;5384588;18/05/2016
155612222;5384588;18/05/2016
155612222;8604205;19/05/2016
155612222;18580052;19/05/2016
155612222;8604205;19/05/2016
155612222;15655;19/05/2016
155612222;18580052;19/05/2016
155612222;1153097;23/05/2016
155612222;15655;23/05/2016
155612222;15655;15/06/2016
155596321;1153097;18/05/2016
155596321;906357;19/05/2016
155596321;8604205;19/05/2016
155596321;906357;19/05/2016
155596321;5692486;11/01/2017
155596321;8604205;11/01/2017
155596321;5692486;11/01/2017
155596321;8604205;11/01/2017
155596321;5692486;11/01/2017
155550503;15655;18/05/2016
155550503;216296;18/05/2016
155550503;216296;18/05/2016
155550503;1153097;18/05/2016
155550503;89246;18/05/2016
155550503;1153097;18/05/2016
155550503;15655;19/05/2016
155550503;1153097;19/05/2016
155550503;1153097;23/05/2016
155550503;93018;24/05/2016
155549944;5384588;18/05/2016
155549944;5384588;18/05/2016
155524803;8604205;18/05/2016
155524803;391394;18/05/2016
155524803;8604205;19/05/2016
155524803;976608;19/05/2016
155524803;391394;19/05/2016
155524803;1160605;15/12/2016
155524803;8604205;16/12/2016
155524803;1160605;16/12/2016
155524803;8604205;16/12/2016
155524803;1160605;16/12/2016
155524803;1160605;19/12/2016
155524803;413772;19/12/2016
155524803;976608;19/12/2016
155524803;413772;19/12/2016
155524803;413772;19/12/2016
155524803;976608;19/12/2016
155524803;413772;19/12/2016
155524803;1160605;19/12/2016
155524803;413772;19/12/2016
155524803;152227;20/12/2016
155524803;8604205;20/12/2016
155524803;8604205;20/12/2016
155524803;1020579;20/12/2016
155524803;152227;20/12/2016
155524803;1020579;20/12/2016
155524803;152227;20/12/2016
155524803;413772;20/12/2016
155524803;1028632;20/12/2016
155524803;152227;20/12/2016
155524803;8604205;20/12/2016
155502677;1153097;18/05/2016
155395136;8604205;18/05/2016
155331044;8604205;17/05/2016
155331044;2908781;18/05/2016
155331044;8604205;18/05/2016
155331044;17814320;18/05/2016
155331044;8604205;18/05/2016
155331044;128171;20/05/2016
155331044;10632216;20/05/2016
155331044;8604205;20/05/2016
155319864;216296;17/05/2016
155319864;15655;17/05/2016
155319864;15655;17/05/2016
155278172;1153097;17/05/2016
155278172;11558041;17/05/2016
155278172;1153097;19/05/2016
155278172;976608;20/05/2016
155278172;1153097;21/05/2016
155278172;391394;06/06/2016
155278172;1153097;06/06/2016
155278172;8158578;21/06/2016
155278172;1727586;20/07/2016
155278172;15655;06/10/2016
155245195;8604205;17/05/2016
155245195;1153097;28/07/2016
155245195;8604205;29/07/2016
155245195;1153097;03/08/2016
155245195;8604205;05/08/2016
155245195;1153097;05/08/2016
155236315;1153097;17/05/2016
155226001;1153097;17/05/2016
155226001;1153097;13/06/2016
155177139;8604205;17/05/2016
155159668;8604205;17/05/2016
155159668;1153097;17/05/2016
155159668;8604205;17/05/2016
155159668;1153097;17/05/2016
155159668;1153097;17/05/2016
155159668;8604205;17/05/2016
155159668;10442662;18/05/2016
155112048;8604205;17/05/2016
155112048;7264983;17/05/2016
155112048;8604205;17/05/2016
155112048;1153097;02/06/2016
155045664;8604205;17/05/2016
155022370;8604205;17/05/2016
155021137;391394;16/05/2016
155004900;8604205;16/05/2016
154971880;391394;16/05/2016
154934195;8604205;16/05/2016
154903201;5384588;15/05/2016
154903201;5384588;15/05/2016
154903201;1595266;15/05/2016
154903201;5384588;15/05/2016
154903201;5384588;15/05/2016
154858279;445106;15/05/2016
154858279;1153097;15/05/2016
154797482;391394;14/05/2016
154797482;15655;14/05/2016
154797482;391394;14/05/2016
154797482;15655;14/05/2016
154797482;391394;14/05/2016
154797482;15655;14/05/2016
154797482;391394;14/05/2016
154797482;15655;14/05/2016
154797482;15655;14/05/2016
154797482;391394;15/05/2016
154797482;8604205;16/05/2016
154797482;15655;16/05/2016
154797482;391394;16/05/2016
154797482;15655;16/05/2016
154797482;8604205;16/05/2016
154726813;8604205;16/05/2016
154726813;8604205;16/05/2016
154726813;9433667;16/05/2016
154721201;8604205;13/05/2016
154638769;8604205;13/05/2016
154638769;976608;13/05/2016
154638769;6794763;14/05/2016
154638769;6794763;14/05/2016
154638769;8604205;16/05/2016
154638769;6794763;16/05/2016
154638769;8604205;16/05/2016
154638769;976608;16/05/2016
154638769;8604205;17/05/2016
154638769;976608;17/05/2016
154638769;8604205;17/05/2016
154638769;976608;18/05/2016
154638769;8604205;18/05/2016
154638769;8604205;07/06/2016
154638769;6794763;07/06/2016
154628436;1153097;13/05/2016
154628436;6316590;13/05/2016
154628436;1153097;13/05/2016
154628436;8604205;16/05/2016
154628436;8604205;17/05/2016
154628436;15655;18/05/2016
154628436;6316590;18/05/2016
154628436;8604205;18/05/2016
154622196;5384588;13/05/2016
154622196;5384588;13/05/2016
154533345;1153097;13/05/2016
154533345;8604205;13/05/2016
154533345;3876460;17/05/2016
154533345;8604205;25/05/2016
154533345;853552;25/05/2016
154530884;8604205;13/05/2016
154529883;8604205;13/05/2016
154529883;976608;27/05/2016
154529883;8604205;03/06/2016
154529883;1758366;03/06/2016
154529883;8604205;03/06/2016
154529883;1703387;14/06/2016
154529883;976608;14/06/2016
154529883;15655;14/06/2016
154529883;1758366;16/06/2016
154529883;976608;22/06/2016
154529883;8604205;26/06/2016
154529883;15655;26/06/2016
154529883;8604205;27/06/2016
154529883;413772;06/01/2017
154529883;413772;06/01/2017
154529883;6257356;06/01/2017
154529883;6500326;11/02/2018
154449399;5384588;12/05/2016
154449399;5384588;12/05/2016
154449399;2140610;12/05/2016
154449399;5384588;12/05/2016
154449399;5384588;12/05/2016
154449399;1153097;12/05/2016
154449399;8604205;13/05/2016
154449399;1153097;23/05/2016
154446775;1153097;12/05/2016
154446775;1955774;12/05/2016
154432514;1153097;12/05/2016
154432514;17565357;12/05/2016
154432514;1153097;12/05/2016
154432514;17565357;19/05/2016
154426715;1153097;12/05/2016
154426715;8604205;13/05/2016
154405697;5384588;12/05/2016
154405697;5384588;12/05/2016
154405697;511342;12/05/2016
154405697;5384588;12/05/2016
154405697;5384588;12/05/2016
154405697;1153097;12/05/2016
154405697;511342;12/05/2016
154405697;8604205;13/05/2016
154405697;8604205;13/05/2016
154405697;511342;16/05/2016
154405697;8604205;17/05/2016
154405697;1153097;17/05/2016
154405697;511342;26/05/2016
154405697;15655;26/05/2016
154405697;8604205;27/05/2016
154405697;15655;27/05/2016
154405697;1153097;27/05/2016
154405697;1153097;06/04/2018
154394583;5384588;12/05/2016
154394583;5384588;12/05/2016
154394583;11709778;12/05/2016
154394583;5384588;12/05/2016
154394583;5384588;12/05/2016
154394583;8604205;13/05/2016
154355590;391394;12/05/2016
154355590;895588;12/05/2016
154355590;391394;12/05/2016
154355590;895588;12/05/2016
154349661;1153097;12/05/2016
154333374;8604205;16/05/2016
154333374;391394;16/05/2016
154263036;5384588;11/05/2016
154263036;5384588;11/05/2016
154263036;135508;12/05/2016
154263036;5384588;12/05/2016
154263036;5384588;12/05/2016
154263036;1153097;12/05/2016
154263036;135508;12/05/2016
154263036;1153097;12/05/2016
154263036;1153097;19/05/2016
154188011;9610263;11/05/2016
154188011;1153097;12/05/2016
154188011;15655;12/05/2016
154188011;15655;12/05/2016
154132559;1153097;11/05/2016
154123959;1153097;12/05/2016
154123959;1170379;12/05/2016
154049676;5384588;10/05/2016
154049676;5384588;10/05/2016
154049676;2151018;10/05/2016
154049676;5384588;10/05/2016
154049676;5384588;10/05/2016
154049676;8604205;13/05/2016
153973489;8604205;10/05/2016
153973489;8604205;10/05/2016
153973489;8604205;10/05/2016
153973489;10137;27/05/2016
153973489;8604205;27/05/2016
153973489;10137;27/05/2016
153973489;10137;27/05/2016
153973489;10137;28/05/2016
153973489;8604205;29/05/2016
153973489;1761758;06/06/2016
153973489;8604205;06/06/2016
153973489;1761758;06/06/2016
153973489;8604205;07/06/2016
153973489;1761758;07/06/2016
153973489;15655;07/06/2016
153973489;1761758;07/06/2016
153973489;8604205;07/06/2016
153973489;15655;09/06/2016
153973489;12511178;29/08/2016
153973489;8604205;08/09/2016
153969344;1153097;12/05/2016
153927226;1153097;12/05/2016
153927226;8604205;13/05/2016
153927226;1153097;02/06/2016
153772193;1153097;12/05/2016
153772193;8604205;13/05/2016
153772193;16443055;14/05/2016
153772193;8604205;16/05/2016
153772193;8604205;16/05/2016
153772193;1153097;17/05/2016
153772193;8604205;17/05/2016
153772193;1153097;17/05/2016
153772193;16443055;17/05/2016
153772193;8604205;17/05/2016
153772193;16443055;17/05/2016
153772193;8604205;18/05/2016
153772193;16443055;18/05/2016
153772193;8604205;18/05/2016
153772193;16443055;19/05/2016
153772193;2774311;18/08/2017
153628683;1153097;08/05/2016
153628683;7833752;08/05/2016
153540797;1153097;09/05/2016
153540797;1153097;09/05/2016
153540797;516972;09/05/2016
153540797;1153097;09/05/2016
153540797;516972;09/05/2016
153540797;1153097;03/06/2016
153540797;183153;20/08/2016
153540797;8604205;21/08/2016
153504270;5384588;06/05/2016
153504270;5384588;06/05/2016
153504270;2934743;06/05/2016
153504270;5384588;06/05/2016
153504270;5384588;06/05/2016
153504270;8604205;13/05/2016
153504270;2934743;13/05/2016
153503359;1153097;09/05/2016
153503359;4779301;09/05/2016
153503359;8604205;13/05/2016
153503359;1153097;02/06/2016
153468707;391394;06/05/2016
153468707;61943;06/05/2016
153468707;391394;06/05/2016
153468707;61943;10/05/2016
153450873;1153097;06/05/2016
153450511;5384588;06/05/2016
153450511;5384588;06/05/2016
153449763;11807031;06/05/2016
153400477;15655;06/05/2016
153400477;1153097;06/05/2016
153194046;1153097;06/05/2016
153160981;5384588;05/05/2016
153160981;5384588;05/05/2016
153160981;5384588;05/05/2016
153160981;5384588;05/05/2016
153160981;217481;15/05/2016
153160981;1153097;17/05/2016
153160696;1966483;06/05/2016
153160696;1153097;06/05/2016
153131541;5384588;04/05/2016
153131541;5384588;04/05/2016
153131541;15655;07/05/2016
153056964;8604205;06/05/2016
153056964;616193;06/05/2016
153056964;616193;08/05/2016
153056964;8604205;13/05/2016
153021000;1102667;04/05/2016
153021000;1153097;06/05/2016
153021000;391394;06/05/2016
153021000;1102667;06/05/2016
153021000;1102667;06/05/2016
152943145;1153097;04/05/2016
152870014;1153097;04/05/2016
152870014;1159940;04/05/2016
152870014;1153097;04/05/2016
152740610;1153097;09/05/2016
152740610;82745;09/05/2016
152740610;8604205;08/06/2016
152640455;286972;03/05/2016
152640455;1153097;12/05/2016
152640455;1153097;02/06/2016
152640455;3807458;07/09/2016
152640455;8604205;07/09/2016
152558951;16091676;02/05/2016
152558951;1153097;02/05/2016
152558951;1153097;02/05/2016
152558951;4333168;02/05/2016
152558951;4333168;02/05/2016
152558951;1153097;02/05/2016
152558951;4333168;02/05/2016
152558951;4333168;02/05/2016
152191039;391394;01/05/2016
152041221;5384588;30/04/2016
152041221;5384588;30/04/2016
152041221;1153097;06/05/2016
152001474;1153097;09/05/2016
152001474;15655;09/05/2016
152001474;15655;10/05/2016
151984255;8604205;14/05/2016
151984255;94334;14/05/2016
151984255;89246;14/05/2016
151984255;94334;14/05/2016
151984255;89246;14/05/2016
151984255;391394;14/05/2016
151984255;94334;14/05/2016
151984255;94334;14/05/2016
151984255;8604205;16/05/2016
151984255;15655;16/05/2016
151984255;94334;16/05/2016
151984255;94334;16/05/2016
151984255;976608;17/05/2016
151984255;94334;17/05/2016
151984255;89246;17/05/2016
151984255;15655;18/05/2016
151952699;5384588;29/04/2016
151952699;5384588;29/04/2016
151952699;844867;29/04/2016
151952699;5384588;29/04/2016
151952699;5384588;29/04/2016
151911235;1153097;09/05/2016
151911235;15655;10/05/2016
151897037;5384588;29/04/2016
151897037;5384588;29/04/2016
151897037;8604205;29/04/2016
151897037;2390194;29/04/2016
151897037;5384588;29/04/2016
151897037;5384588;29/04/2016
151897037;2390194;29/04/2016
151872622;749407;29/04/2016
151872622;8604205;29/04/2016
151872622;1153097;12/05/2016
151844861;8604205;29/04/2016
151844861;1153097;29/04/2016
151812833;5384588;29/04/2016
151812833;5384588;29/04/2016
151812833;8604205;29/04/2016
151780068;8604205;29/04/2016
151780068;8491687;29/04/2016
151780068;8604205;29/04/2016
151780068;1153097;23/05/2016
151780068;8604205;23/05/2016
151780068;1153097;28/08/2016
151780068;7228352;13/09/2016
151744082;8604205;29/04/2016
151661138;1153097;28/04/2016
151661138;8604205;28/04/2016
151661138;7208;28/04/2016
151661138;7208;04/05/2016
151632489;1153097;28/04/2016
151632489;8604205;28/04/2016
151632489;94334;29/04/2016
151632489;1153097;26/05/2016
151626709;8604205;28/04/2016
151626709;8604205;29/04/2016
151626709;1758366;29/04/2016
151626709;8604205;29/04/2016
151626709;1758366;29/04/2016
151626709;8604205;29/04/2016
151626709;1758366;29/04/2016
151602154;15655;28/04/2016
151602154;8604205;28/04/2016
151557678;5384588;28/04/2016
151557678;5384588;28/04/2016
151557678;982922;28/04/2016
151557678;5384588;28/04/2016
151557678;5384588;28/04/2016
151553956;1153097;28/04/2016
151553956;438259;28/04/2016
151553956;89246;28/04/2016
151538026;6967652;28/04/2016
151498549;7208;27/04/2016
151498549;216296;27/04/2016
151498549;8604205;28/04/2016
151498549;8604205;28/04/2016
151498549;8604205;28/04/2016
151498549;15655;28/04/2016
151498549;10632216;28/04/2016
151498549;7208;28/04/2016
151498549;8604205;28/04/2016
151498549;8604205;28/04/2016
151498549;7208;28/04/2016
151486379;5384588;27/04/2016
151486379;5384588;27/04/2016
151486379;1471247;29/04/2016
151465936;8604205;28/04/2016
151465936;2574412;28/04/2016
151377274;973550;27/04/2016
151285389;8604205;28/04/2016
151285389;1153097;28/04/2016
151285389;868930;28/04/2016
151285389;868930;29/04/2016
151285389;1153097;29/04/2016
151285389;1153097;19/05/2016
151285389;1153097;03/06/2016
151253761;1153097;27/04/2016
151253761;12316553;27/04/2016
151253761;1153097;28/04/2016
151239552;6967652;28/04/2016
151239552;1153097;06/05/2016
151201155;5384588;26/04/2016
151201155;5384588;26/04/2016
151201155;4234986;27/04/2016
151201155;4234986;27/04/2016
151201155;5384588;27/04/2016
151201155;5384588;27/04/2016
151200329;8604205;28/04/2016
151200329;85807;28/04/2016
151200329;20342563;18/01/2018
151180521;17223208;26/04/2016
151141042;8604205;26/04/2016
151141042;2302722;26/04/2016
151141042;391394;26/04/2016
151141042;1153097;15/09/2016
151013093;5384588;26/04/2016
151013093;5384588;26/04/2016
151013093;3422347;26/04/2016
151013093;5384588;26/04/2016
151013093;5384588;26/04/2016
150977425;15655;26/04/2016
150965573;8604205;25/04/2016
150965573;18667031;25/04/2016
150965573;8604205;26/04/2016
150965573;18667031;26/04/2016
150965573;1896026;08/06/2016
150965573;4347752;26/07/2016
150965573;6429568;06/09/2016
150934696;5384588;25/04/2016
150934696;5384588;25/04/2016
150934696;1153097;06/05/2016
150934696;1553693;06/05/2016
150934696;1153097;23/05/2016
150901669;8604205;25/04/2016
150901669;30793;26/04/2016
150901669;8604205;26/04/2016
150901669;30793;26/04/2016
150890096;5384588;25/04/2016
150890096;5384588;25/04/2016
150890096;3975783;25/04/2016
150890096;5384588;25/04/2016
150890096;5384588;25/04/2016
150890096;8604205;25/04/2016
150890096;3975783;25/04/2016
150860657;1153097;26/04/2016
150860657;1944061;26/04/2016
150860657;1153097;26/04/2016
150860657;1944061;26/04/2016
150860657;1944061;27/04/2016
150860657;1153097;27/04/2016
150860657;1944061;06/05/2016
150845319;8604205;25/04/2016
150845319;1808757;04/12/2018
150845319;8604205;04/12/2018
150766327;1153097;25/04/2016
150766327;4696105;25/04/2016
150766327;1153097;25/04/2016
150766327;1153097;19/05/2016
150665062;8604205;24/04/2016
150665062;1153097;09/05/2016
150637561;5384588;24/04/2016
150637561;5384588;24/04/2016
150629587;5384588;24/04/2016
150629587;5384588;24/04/2016
150629587;958800;24/04/2016
150629587;5384588;24/04/2016
150629587;5384588;24/04/2016
150629587;1153097;24/04/2016
150570664;1153097;25/04/2016
150570664;1153097;09/01/2018
150538264;8604205;23/04/2016
150538264;1556430;23/04/2016
150499604;5384588;23/04/2016
150499604;5384588;23/04/2016
150499604;13641660;26/04/2016
150499604;5384588;26/04/2016
150499604;5384588;26/04/2016
150499604;13641660;10/05/2016
150499604;13641660;13/05/2016
150499604;15655;13/05/2016
150499604;15655;20/05/2016
150499604;1716267;27/05/2016
150499604;15655;27/05/2016
150396859;1153097;22/04/2016
150396859;12395152;22/04/2016
150396859;1153097;25/04/2016
150396859;12395152;25/04/2016
150396859;1153097;25/04/2016
150396859;1153097;25/04/2016
150396859;8604205;25/04/2016
150396859;12395152;26/04/2016
150375153;5384588;22/04/2016
150375153;5384588;22/04/2016
150375153;8248514;22/04/2016
150375153;5384588;22/04/2016
150375153;5384588;22/04/2016
150375153;8604205;25/04/2016
150375153;15655;25/05/2016
150375153;15655;25/05/2016
150375153;15655;25/05/2016
150345809;8604205;22/04/2016
150345809;1758366;25/04/2016
150276455;8604205;22/04/2016
150276455;453846;23/04/2016
150276455;8604205;25/04/2016
150276455;453846;26/04/2016
150276455;8604205;26/04/2016
150251849;1153097;22/04/2016
150251849;11521388;22/04/2016
150251849;1153097;22/04/2016
150244648;1153097;22/04/2016
150233710;1153097;22/04/2016
150233710;8604205;22/04/2016
150229721;8604205;22/04/2016
150229721;1153097;22/04/2016
150229721;8604205;22/04/2016
150229721;1758366;22/04/2016
150229721;8604205;22/04/2016
150229721;1758366;22/04/2016
150229721;1153097;22/04/2016
150229721;1758366;22/04/2016
150200796;5384588;21/04/2016
150200796;5384588;21/04/2016
150200796;7273466;21/04/2016
150200796;8604205;22/04/2016
150200796;7273466;22/04/2016
150200796;5384588;22/04/2016
150200796;5384588;22/04/2016
150200796;8604205;03/06/2016
150200796;15655;06/06/2016
150072777;1153097;21/04/2016
150072777;5748554;21/04/2016
150072777;5748554;21/04/2016
150072777;5748554;21/04/2016
150072777;1153097;21/04/2016
150072777;1153097;21/04/2016
150072777;8604205;22/04/2016
150038148;1153097;21/04/2016
150029333;1153097;21/04/2016
150029333;18593203;21/04/2016
150000592;1153097;21/04/2016
149978248;1153097;21/04/2016
149978248;17230489;21/04/2016
149978248;1153097;21/04/2016
149978248;1153097;21/04/2016
149866585;1153097;21/04/2016
149866585;10632216;21/04/2016
149866585;10632216;22/04/2016
149866585;8604205;22/04/2016
149866585;10632216;22/04/2016
149835187;7208;20/04/2016
149835187;1153097;21/04/2016
149835187;10632216;10/06/2016
149799167;8604205;20/04/2016
149799167;421233;20/04/2016
149792114;8604205;20/04/2016
149771816;8604205;20/04/2016
149753816;8604205;20/04/2016
149753816;8348972;21/04/2016
149753816;1153097;21/04/2016
149739425;1153097;20/04/2016
149698113;5384588;20/04/2016
149698113;5384588;20/04/2016
149698113;506555;20/04/2016
149698113;5384588;20/04/2016
149698113;5384588;20/04/2016
149698113;1153097;20/04/2016
149698113;506555;20/04/2016
149575105;8604205;20/04/2016
149556274;8604205;20/04/2016
149556274;10137;20/04/2016
149556274;976608;20/04/2016
149556274;8604205;20/04/2016
149556274;14930612;08/03/2017
149556274;38332669;05/02/2019
149556274;38332669;05/02/2019
149531417;1153097;21/04/2016
149531417;8604205;22/04/2016
149531417;1153097;22/04/2016
149531417;8604205;26/05/2016
149531417;1153097;27/05/2016
149531417;8604205;27/05/2016
149531417;8604205;30/05/2016
149531417;1153097;06/06/2016
149531417;15655;06/06/2016
149531417;8604205;06/06/2016
149523939;1228699;19/04/2016
149523939;45469;19/04/2016
149523939;45469;19/04/2016
149523939;8604205;20/04/2016
149523939;1228699;20/04/2016
149523939;8604205;20/04/2016
149523939;1228699;20/04/2016
149523939;5234453;20/04/2016
149523939;1153097;21/04/2016
149523939;5234453;21/04/2016
149523939;45469;21/04/2016
149523939;1153097;21/04/2016
149523939;45469;21/04/2016
149523939;8604205;21/04/2016
149523939;8604205;21/04/2016
149523939;8604205;21/04/2016
149523939;45469;22/04/2016
149523939;8604205;22/04/2016
149519295;1153097;19/04/2016
149519295;347098;01/12/2016
149519295;4396766;03/02/2017
149519295;25127614;31/03/2017
149479434;1153097;19/04/2016
149479434;3294043;08/10/2016
149479434;1153097;08/10/2016
149461629;5384588;19/04/2016
149461629;5384588;19/04/2016
149461629;174864;19/04/2016
149461629;5384588;19/04/2016
149461629;5384588;19/04/2016
149387052;8604205;19/04/2016
149322750;1153097;19/04/2016
149322750;12377567;19/04/2016
149322750;1153097;19/04/2016
149322750;12377567;21/04/2016
149322750;8604205;22/04/2016
149322750;8604205;07/06/2016
149229307;8604205;18/04/2016
149229307;244475;31/05/2016
149229307;8604205;01/06/2016
149191376;8604205;19/04/2016
149191376;8604205;19/04/2016
149191376;3445633;28/04/2016
149191376;1153097;09/10/2017
149156474;5384588;18/04/2016
149156474;5384588;18/04/2016
149156474;8604205;19/04/2016
149156474;5449154;19/04/2016
149156474;5384588;19/04/2016
149156474;5384588;19/04/2016
149156474;5449154;21/04/2016
149156474;8604205;22/04/2016
149127343;15655;25/05/2016
149127343;15655;15/06/2016
149124867;8604205;19/04/2016
149124867;8604205;20/04/2016
149124867;1153097;21/04/2016
149119026;1153097;18/04/2016
149063957;8604205;18/04/2016
149063957;7035823;19/04/2016
149063957;15646057;19/04/2016
149063957;1549069;19/04/2016
149063957;8604205;19/04/2016
149049270;1153097;18/04/2016
148946834;8604205;17/04/2016
148877094;8604205;18/04/2016
148858852;1153097;17/04/2016
148858852;391394;17/04/2016
148858852;1153097;18/04/2016
148836797;1153097;16/04/2016
148836797;1153097;21/04/2016
148720305;8604205;15/04/2016
148720305;1153097;16/04/2016
148720305;8604205;16/04/2016
148631643;5384588;15/04/2016
148631643;5384588;15/04/2016
148631643;5384588;15/04/2016
148631643;5384588;15/04/2016
148630589;1153097;18/04/2016
148630589;15655;18/04/2016
148630589;15655;18/04/2016
148630589;3251618;28/11/2018
148630589;15655;28/11/2018
148630589;8604205;28/11/2018
148574710;4455124;21/04/2016
148574710;8604205;22/04/2016
148574710;8604205;25/04/2016
148530084;1153097;15/04/2016
148530084;10688625;15/04/2016
148530084;8604205;18/04/2016
148530084;10688625;19/04/2016
148530084;8604205;20/04/2016
148530084;10688625;20/04/2016
148530084;8604205;20/04/2016
148497150;8604205;14/04/2016
148486256;8604205;14/04/2016
148482394;1153097;15/04/2016
148482394;1153097;15/04/2016
148482394;8604205;15/04/2016
148482394;1153097;15/04/2016
148482394;8604205;15/04/2016
148482394;1153097;15/04/2016
148482394;8604205;15/04/2016
148482394;8604205;15/04/2016
148482394;2758345;16/04/2016
148482394;1153097;07/06/2016
148482394;633524;21/09/2016
148482394;1758366;21/09/2016
148482394;633524;21/09/2016
148471444;15655;15/04/2016
148471444;15655;15/04/2016
148403731;1153097;14/04/2016
148403731;10137;14/04/2016
148403731;8604205;14/04/2016
148403731;3593288;14/04/2016
148403731;8604205;14/04/2016
148403731;15655;15/04/2016
148403731;3593288;15/04/2016
148403731;15655;15/04/2016
148403731;2178076;13/09/2016
148403731;3593288;13/09/2016
148403731;2178076;13/09/2016
148403731;3501116;09/02/2017
148391204;8604205;14/04/2016
148391204;431365;14/04/2016
148391204;8604205;14/04/2016
148371840;1153097;14/04/2016
148371840;1153097;14/04/2016
148371840;334262;15/04/2016
148371840;1153097;15/04/2016
148371840;1153097;16/04/2016
148348080;8604205;14/04/2016
148348080;8752468;15/04/2016
148348080;8604205;15/04/2016
148348080;8752468;15/04/2016
148348080;490562;07/07/2016
148348080;8604205;07/07/2016
148348080;490562;07/07/2016
148348080;8604205;07/07/2016
148348080;490562;07/07/2016
148348080;6787501;13/04/2017
148348080;8604205;13/04/2017
148348080;6979221;11/05/2017
148306450;5384588;14/04/2016
148306450;5384588;14/04/2016
148306450;4455124;14/04/2016
148306450;5384588;14/04/2016
148306450;5384588;14/04/2016
148306450;2758345;14/04/2016
148306450;4455124;14/04/2016
148306450;4455124;14/04/2016
148306450;2758345;14/04/2016
148306450;8604205;14/04/2016
148256843;1153097;14/04/2016
148256843;1153097;20/04/2016
148226437;5384588;14/04/2016
148226437;5384588;14/04/2016
148226437;8604205;14/04/2016
148226437;16147394;14/04/2016
148226437;5384588;14/04/2016
148226437;5384588;14/04/2016
148226437;16147394;14/04/2016
148226437;8604205;14/04/2016
148226437;16147394;15/04/2016
148191726;3051618;13/04/2016
148191726;3051618;14/04/2016
148191726;8604205;14/04/2016
148191726;3051618;14/04/2016
148191726;8604205;14/04/2016
148171903;5384588;13/04/2016
148171903;5384588;13/04/2016
148171903;3051618;13/04/2016
148138165;8604205;14/04/2016
148138165;15655;20/05/2016
148092770;8604205;14/04/2016
148064120;8604205;13/04/2016
148030342;1153097;13/04/2016
147942985;8604205;13/04/2016
147929666;8604205;13/04/2016
147929666;678151;14/04/2016
147929666;8604205;14/04/2016
147860682;8604205;12/04/2016
147860682;1153097;12/04/2016
147860682;8604205;13/04/2016
147854022;5384588;12/04/2016
147854022;5384588;12/04/2016
147854022;10438692;12/04/2016
147854022;5384588;12/04/2016
147854022;5384588;12/04/2016
147854022;8604205;12/04/2016
147833981;1153097;12/04/2016
147833981;4968271;12/04/2016
147782383;8604205;13/04/2016
147782383;17351165;14/04/2016
147782383;8604205;15/04/2016
147782383;5370440;12/08/2016
147782383;8604205;12/08/2016
147782383;5370440;12/08/2016
147782383;8604205;12/08/2016
147782383;1853680;24/10/2018
147782383;9250262;27/03/2019
147782383;15655;27/03/2019
147782383;9250262;27/03/2019
147737604;8604205;13/04/2016
147737604;1225082;11/09/2018
147704147;8604205;12/04/2016
147704147;47968;12/04/2016
147704147;8604205;12/04/2016
147704147;5384588;29/04/2016
147704147;5384588;29/04/2016
147704147;8604205;29/04/2016
147704147;15655;16/05/2016
147704147;15655;18/05/2016
147704147;15655;18/05/2016
147704147;15655;18/05/2016
147704147;15655;18/05/2016
147704147;15655;18/05/2016
147704147;15655;18/05/2016
147704147;15655;18/05/2016
147704147;15655;18/05/2016
147704147;15655;18/05/2016
147704147;15655;18/05/2016
147704147;8604205;20/05/2016
147704147;15655;20/05/2016
147704147;8604205;23/05/2016
147704147;8604205;23/05/2016
147704147;15655;23/05/2016
147704147;5384588;24/05/2016
147704147;5384588;24/05/2016
147642676;1153097;12/04/2016
147642676;16367525;13/04/2016
147642676;1153097;13/04/2016
147585877;5384588;11/04/2016
