;USUARIO;COMENTARIOS;ISSUES;COMMITS;DESEMPENHO;QUARTIL COMENTARIO;QUARTIL ISSUE;QUARTIL COMMITS
11968;149881;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13732;7316524;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13731;7308807;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13618;6391294;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13081;3190176;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13616;6388079;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13525;5862289;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13031;2933353;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12727;1564426;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13521;5826618;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13522;5831578;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11877;56023;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12725;1561851;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13526;5868604;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13557;6030724;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12974;2493566;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13527;5868688;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13528;5870244;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13529;5872253;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13531;5881027;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13030;2906940;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12728;1569153;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13519;5800912;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12729;1569721;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11874;53883;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11873;53574;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11872;53454;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13516;5781126;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12731;1574407;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12732;1577681;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12733;1578786;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13513;5762871;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11871;53031;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13512;5762829;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13511;5760677;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11870;52792;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13510;5755754;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13508;5726817;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13532;5883176;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13533;5889495;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13534;5917783;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13549;5999900;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11887;65741;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12978;2531818;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11886;65367;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13556;6030393;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13555;6028318;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13554;6021655;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11885;64805;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11884;64761;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13553;6017091;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12977;2528125;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13552;6011419;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13551;6003269;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13550;6001141;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11883;64216;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13615;6387083;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13535;5918907;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13547;5980467;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13546;5973644;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12721;1546207;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11882;64092;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13545;5966783;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13542;5952855;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13029;2903328;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12722;1546730;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11881;63880;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12723;1559632;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13539;5941647;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13538;5926664;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13537;5923070;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13536;5922044;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13507;5720479;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11869;52755;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12734;1579235;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13479;5575191;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13488;5627560;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11855;43306;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13487;5614205;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12748;1626149;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13486;5610020;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13485;5603847;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13484;5597513;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13483;5588328;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13034;2940579;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13482;5584121;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13481;5582790;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12751;1631770;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13480;5581345;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12752;1632787;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13478;5571856;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12747;1625398;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13477;5569608;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12753;1635625;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13474;5546877;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11853;41815;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12755;1636105;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11851;37775;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11850;36993;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13473;5535610;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13472;5528679;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12756;1636564;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12757;1638594;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12758;1641028;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13471;5519341;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13035;2944963;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12972;2488761;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13489;5635024;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13506;5720200;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13498;5686957;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12735;1581045;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12738;1586741;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13505;5719813;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11866;52304;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13504;5714976;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13502;5704135;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12973;2489996;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13501;5691878;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13500;5691349;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12739;1592865;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13499;5687191;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11865;50741;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12742;1610314;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11864;48558;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11863;47570;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13490;5639872;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11862;47380;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11861;45546;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11860;44656;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13497;5684161;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13496;5680941;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13494;5663392;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13032;2934046;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12743;1612187;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11858;44365;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13493;5663255;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12744;1617002;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13492;5653163;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13491;5651564;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12746;1621036;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13027;2901269;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13548;5994569;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13590;6236123;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13601;6336048;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13023;2863591;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12700;1506972;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12982;2583666;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11895;71573;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13585;6216500;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11894;71506;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12702;1512879;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13584;6211826;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12980;2557616;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13583;6200714;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12703;1517531;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13022;2858579;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11910;85531;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12704;1518573;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12705;1518705;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13602;6337113;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13582;6198742;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13581;6186015;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12706;1521283;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13580;6169404;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12984;2587140;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13605;6347094;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12707;1523082;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12699;1506919;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13587;6219744;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12985;2590880;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11896;72059;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13597;6291736;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13024;2865263;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11904;80850;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13598;6310672;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11906;80994;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11903;79303;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13599;6324896;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12697;1499594;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13596;6276072;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11901;76316;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12983;2584946;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13600;6328997;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13595;6273685;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11900;75881;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12695;1489515;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13594;6273432;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11909;83722;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13592;6263015;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13025;2866864;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13591;6256090;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13589;6230353;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13588;6228242;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11898;74839;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13606;6349373;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12694;1485046;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12693;1477280;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12716;1541412;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13026;2893857;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12708;1525421;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12712;1533128;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13564;6059705;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12689;1469785;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13612;6374947;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12713;1535825;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13020;2853270;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12714;1536949;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13613;6378591;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11915;96331;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12690;1471303;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13614;6385848;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13562;6041598;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13561;6040322;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11891;67825;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13560;6036212;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12717;1541504;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11889;65971;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13559;6033086;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11888;65829;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13558;6031925;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13565;6071992;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13611;6374832;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13566;6078971;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13610;6371500;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11893;70412;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13579;6150468;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13578;6149640;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13576;6114650;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11912;87493;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12710;1528477;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13021;2855311;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13607;6356936;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13574;6104358;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13608;6358866;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13571;6095138;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13573;6103937;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
11905;80912;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13569;6093562;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13567;6085711;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
12691;1473776;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
13568;6090138;0.0;0.0025252525252525255;0.0;0.0025252525252525255;1;2;1
6910;2256190;0.0023719165085388993;0.0;0.0;0.0023719165085388993;4;1;1
7324;2712405;0.002213788741302973;0.0;0.0;0.002213788741302973;4;1;1
1866;301830;0.002213788741302973;0.0;0.0;0.002213788741302973;4;1;1
14451;499370;0.0;0.0;0.002086230876216968;0.002086230876216968;1;1;4
8744;4654390;0.002055660974067046;0.0;0.0;0.002055660974067046;4;1;1
120;9214;0.002055660974067046;0.0;0.0;0.002055660974067046;4;1;1
3509;735438;0.002055660974067046;0.0;0.0;0.002055660974067046;4;1;1
5411;1420939;0.0018975332068311196;0.0;0.0;0.0018975332068311196;4;1;1
2025;337125;0.0018975332068311196;0.0;0.0;0.0018975332068311196;4;1;1
9298;5518999;0.001739405439595193;0.0;0.0;0.001739405439595193;4;1;1
311;28543;0.001739405439595193;0.0;0.0;0.001739405439595193;4;1;1
732;90020;0.001739405439595193;0.0;0.0;0.001739405439595193;4;1;1
99;6782;0.001739405439595193;0.0;0.0;0.001739405439595193;4;1;1
4889;1203104;0.0015812776723592662;0.0;0.0;0.0015812776723592662;4;1;1
2781;526307;0.0015812776723592662;0.0;0.0;0.0015812776723592662;4;1;1
6632;2023165;0.0015812776723592662;0.0;0.0;0.0015812776723592662;4;1;1
6627;2018885;0.0015812776723592662;0.0;0.0;0.0015812776723592662;4;1;1
6376;1856539;0.0015812776723592662;0.0;0.0;0.0015812776723592662;4;1;1
2465;447786;0.0015812776723592662;0.0;0.0;0.0015812776723592662;4;1;1
581;65633;0.0015812776723592662;0.0;0.0;0.0015812776723592662;4;1;1
2644;491192;0.0015812776723592662;0.0;0.0;0.0015812776723592662;4;1;1
688;82735;0.0015812776723592662;0.0;0.0;0.0015812776723592662;4;1;1
1816;291958;0.0015812776723592662;0.0;0.0;0.0015812776723592662;4;1;1
10098;7252057;0.0014231499051233396;0.0;0.0;0.0014231499051233396;4;1;1
203;17939;0.0014231499051233396;0.0;0.0;0.0014231499051233396;4;1;1
6158;1752479;0.0014231499051233396;0.0;0.0;0.0014231499051233396;4;1;1
912;118963;0.0014231499051233396;0.0;0.0;0.0014231499051233396;4;1;1
182;15117;0.0014231499051233396;0.0;0.0;0.0014231499051233396;4;1;1
14459;6160922;0.0;0.0;0.0013908205841446453;0.0013908205841446453;1;1;4
14464;10940743;0.0;0.0;0.0013908205841446453;0.0013908205841446453;1;1;4
998;131485;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
855;108938;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
3216;654530;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
387;39315;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
6653;2034877;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
392;40264;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
788;99067;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
11659;27903976;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
4556;1081711;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
5030;1255926;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
5562;1482253;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
4181;944664;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
7274;2657238;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
11026;12045773;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
6412;1877193;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
2114;360109;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
4860;1191572;0.001265022137887413;0.0;0.0;0.001265022137887413;4;1;1
7773;3229671;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
498;53814;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
4362;1012381;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
319;29784;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
191;16268;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
8988;5086428;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
2971;581492;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
9265;5470108;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
7685;3136972;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
9639;6142266;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
3464;720492;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
639;74486;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
3737;810327;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
578;65389;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
3179;640815;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
5791;1584156;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
875;111963;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
3965;878660;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
7013;2361826;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
884;113718;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
11774;55858104;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
6354;1847361;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
3385;694991;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
2078;349580;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
3197;647578;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
3855;844549;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
4046;901408;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
354;34290;0.0011068943706514865;0.0;0.0;0.0011068943706514865;4;1;1
5565;1483492;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
8307;3970813;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
8163;3776242;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
4245;966342;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
62;3783;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
8181;3815620;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
96;6534;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
4868;1194490;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
7399;2816999;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
5985;1668705;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
5284;1364795;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
10718;9793851;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
4480;1051528;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
2267;398390;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
8950;5034656;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
3309;677879;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
10647;9298869;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
651;76594;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
10602;9000674;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
3887;855219;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
6514;1929750;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
1052;139095;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
1790;286544;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
6594;1986470;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
6595;1986803;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
6619;2010002;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
1106;144225;0.0009487666034155598;0.0;0.0;0.0009487666034155598;4;1;1
