;USUARIO;COMENTARIOS;ISSUES;COMMITS;DESEMPENHO;QUARTIL COMENTARIO;QUARTIL ISSUE;QUARTIL COMMITS
11326;15347878;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
8050;3594037;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
2563;469990;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
6365;1852455;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
2669;498274;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
1191;158000;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
5305;1375034;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
5784;1579300;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
234;20818;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
709;85661;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
5061;1267754;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
5878;1626532;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
18;988;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
5658;1522753;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
9078;5212490;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
6834;2182637;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
11708;33878797;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
8387;4095660;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
11389;16413851;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
808;101793;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
3867;850558;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
405;42326;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
7514;2938621;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
7915;3408176;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
9419;5704394;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
10171;7466557;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
47;2983;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
11218;13855344;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
7325;2716537;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
6195;1767249;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
8508;4282532;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
1074;140710;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
8436;4172600;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
3843;841714;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
6100;1724712;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
4806;1169752;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
4490;1054907;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
4232;961966;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
1916;313208;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
4934;1225082;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
10380;8148316;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
7436;2854221;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
8539;4337080;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
10046;7075757;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
1977;326731;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
1617;238732;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
2321;414500;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
491;52824;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
2200;380720;0.0009487666034155598;0.0025252525252525255;0.0;0.002697602339866081;4;2;1
2516;459764;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
497;53559;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
7952;3458014;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
968;126477;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
1516;219964;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
7266;2644420;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
7004;2348508;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
4694;1127384;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
11329;15626295;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
297;27823;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
5336;1387460;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
5052;1265787;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
6074;1710840;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
4855;1189739;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
8559;4374178;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
10246;7707247;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
2280;400997;0.0006325110689437065;0.0025252525252525255;0.0006954102920723226;0.0026945437541355086;4;2;4
7112;2473032;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
886;114060;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
3374;693476;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
11363;16147394;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
5316;1378839;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
11716;35237226;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
8424;4144157;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
5979;1666730;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
3056;603930;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
245;22461;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
5043;1262038;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
791;99367;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
4884;1202404;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
5718;1542321;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
10982;11635388;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
5761;1564068;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
8104;3668224;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
2220;385448;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
717;86834;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
4479;1051064;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
2830;540217;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
7425;2840504;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
9358;5600731;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
2839;541853;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
6746;2117636;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
2094;354383;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
3418;705060;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
2848;544400;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
376;38148;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
626;72603;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
2750;518915;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
6979;2320694;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
5222;1328682;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
5220;1327886;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
1374;192456;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
3263;665815;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
10992;11703798;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
11316;15221596;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
1867;302151;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
3305;677252;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
8093;3658528;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
1117;146192;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
1996;330093;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
4928;1222666;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
1315;182752;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
249;22754;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
253;22905;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
4295;982461;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
1338;186144;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
5364;1397214;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
10806;10364499;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
7506;2928395;0.0004743833017077799;0.0025252525252525255;0.0006954102920723226;0.002661866883890617;4;2;4
2537;464895;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
1676;248805;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
703;84700;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
9658;6187417;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
10394;8183064;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
7114;2476149;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
10249;7720722;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
896;115926;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
2561;469769;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
9745;6333375;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
10539;8646098;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
10185;7511417;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
7295;2685357;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
4705;1133928;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
3175;639983;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
3962;878176;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
2887;557930;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
4300;984414;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
2533;463317;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
10726;9882445;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
5445;1434932;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
4766;1155789;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
1416;201162;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
5292;1369723;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
10534;8628790;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
6366;1852922;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
5884;1628314;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
37;2255;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
1205;161218;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
4946;1227884;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
1825;293087;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
7476;2900346;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
3949;875141;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
1236;167227;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
7308;2697182;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
5688;1533693;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
9538;5932772;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
6495;1918732;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
4727;1141042;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
1;102;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
6194;1766765;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
179;14539;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
8819;4758115;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
1456;208544;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
6447;1890480;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
7959;3464930;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
1861;301291;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
1412;200688;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
2096;354746;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
8438;4178443;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
10264;7761650;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
418;43322;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
7483;2905949;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
2596;478246;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
10583;8856322;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
10266;7764695;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
10646;9295955;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
621;71901;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
9620;6094409;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
5874;1625045;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
7670;3118012;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
7441;2856886;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
3012;593312;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
4728;1141594;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
5060;1267438;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
1811;291082;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
97;6553;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
5410;1420638;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
11392;16443055;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
975;127687;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
10541;8654992;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
10474;8458382;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
7395;2809870;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
822;103348;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
10010;6958290;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
9926;6733790;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
6914;2257337;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
89;6049;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
5987;1670984;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
800;100404;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
7211;2586277;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
9390;5643907;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
879;112982;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
8797;4732120;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
257;23264;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
11352;16018298;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
6500;1920558;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
1510;218610;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
1541;225563;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
11676;30084856;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
1276;174768;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
6728;2098175;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
3143;632938;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
110;7380;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
10732;9932923;0.0007906388361796331;0.0025252525252525255;0.0;0.002646131154264607;4;2;1
2715;509946;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
10789;10234615;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
3770;820003;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
7823;3289230;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
224;20165;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
3946;874316;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
5663;1524332;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
2071;348406;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
6432;1883694;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
3537;744921;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
8422;4140793;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
4004;888729;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
11531;20174516;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
1210;161761;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
7466;2881964;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
9343;5571433;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
1248;168380;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
844;108018;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
367;36795;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
9611;6079512;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
7731;3185573;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
2630;486440;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
6626;2016296;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
11156;13264499;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
4940;1225895;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
9974;6865071;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
9142;5297293;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
10614;9064062;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
7961;3466284;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
1017;133568;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
6259;1795731;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
2232;389581;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
1587;232606;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
8243;3900442;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
1925;315395;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
1588;232633;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
9216;5395403;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
620;71587;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
7613;3045513;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
11343;15870389;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
10126;7344640;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
1030;135508;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
5780;1577682;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
6663;2044104;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
4667;1116695;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
5081;1273012;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
3481;727013;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
9953;6814959;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
1026;134455;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
10578;8835055;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
7043;2390194;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
4233;962773;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
3337;684943;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
5946;1650185;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
8403;4117657;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
783;98243;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
8213;3865096;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
7277;2660550;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
3121;624146;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
1792;286890;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
5533;1470571;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
7311;2698848;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
10498;8524765;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
4704;1133835;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
10708;9684508;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
153;12036;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
7997;3514270;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
5280;1363189;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
3;216;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
7086;2443491;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
6918;2263868;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
519;55838;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
10618;9094079;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
4436;1038428;0.00031625553447185326;0.0025252525252525255;0.0006954102920723226;0.002638278482969235;3;2;4
